"locus_tag","gene_id","pathways"
"SAOUHSC_00754","3919515",NA
"SAOUHSC_00755","3919516",NA
"SAOUHSC_00756","3919517","sao00260_Glycine,_serine_and_threonine_metabolism, sao00561_Glycerolipid_metabolism, sao00630_Glyoxylate_and_dicarboxylate_metabolism, sao01100_Metabolic_pathways, sao01110_Biosynthesis_of_secondary_metabolites, sao01120_Microbial_metabolism_in_diverse_environments"
"SAOUHSC_00757","3919518",NA
"SAOUHSC_00758","3919519",NA
"SAOUHSC_00759","3919520",NA
"SAOUHSC_00760","3919521",NA
"SAOUHSC_00762","3919522","sao00542_O-Antigen_repeat_unit_biosynthesis, sao00543_Exopolysaccharide_biosynthesis, sao00552_Teichoic_acid_biosynthesis, sao01100_Metabolic_pathways"
"SAOUHSC_00763","3919523",NA
"SAOUHSC_00764","3919524",NA
"SAOUHSC_00765","3919057",NA
"SAOUHSC_00766","3919058",NA
"SAOUHSC_00767","3919059",NA
"SAOUHSC_00769","3919060","sao02024_Quorum_sensing, sao03060_Protein_export, sao03070_Bacterial_secretion_system"
"SAOUHSC_00770","3919061",NA
"SAOUHSC_00771","3919062",NA
"SAOUHSC_00772","3919063",NA
"SAOUHSC_00773","3919064",NA
"SAOUHSC_00774","3919065",NA
"SAOUHSC_00775","3919066",NA
"SAOUHSC_00776","3919067","sao03420_Nucleotide_excision_repair"
"SAOUHSC_00778","3919068",NA
"gene-SAOUHSC_A00747",NA,NA
"SAOUHSC_00779","3919069","sao03420_Nucleotide_excision_repair"
"SAOUHSC_00780","3919070","sao03420_Nucleotide_excision_repair"
"SAOUHSC_00781","3919071",NA
"SAOUHSC_00782","3919072",NA
"SAOUHSC_00783","3919073","sao00564_Glycerophospholipid_metabolism, sao01110_Biosynthesis_of_secondary_metabolites"
"SAOUHSC_00784","3919074",NA
"SAOUHSC_00785","3919075","sao00450_Selenocompound_metabolism"
"SAOUHSC_00786","3919076",NA
"SAOUHSC_00787","3919351",NA
"SAOUHSC_00788","3919352",NA
"SAOUHSC_00789","3919353",NA
"gene-SAOUHSC_T0005",NA,NA
"SAOUHSC_00790","3919354",NA
"SAOUHSC_00792","3919355",NA
"SAOUHSC_00793","3919356",NA
"SAOUHSC_00794","3919357",NA
"SAOUHSC_00795","3919358","sao00010_Glycolysis_/_Gluconeogenesis, sao00710_Carbon_fixation_by_Calvin_cycle, sao01100_Metabolic_pathways, sao01110_Biosynthesis_of_secondary_metabolites, sao01120_Microbial_metabolism_in_diverse_environments, sao01200_Carbon_metabolism, sao01230_Biosynthesis_of_amino_acids"
"SAOUHSC_00796","3919359","sao00010_Glycolysis_/_Gluconeogenesis, sao00710_Carbon_fixation_by_Calvin_cycle, sao01100_Metabolic_pathways, sao01110_Biosynthesis_of_secondary_metabolites, sao01120_Microbial_metabolism_in_diverse_environments, sao01200_Carbon_metabolism, sao01230_Biosynthesis_of_amino_acids"
"SAOUHSC_00797","3919360","sao00010_Glycolysis_/_Gluconeogenesis, sao00051_Fructose_and_mannose_metabolism, sao00562_Inositol_phosphate_metabolism, sao00710_Carbon_fixation_by_Calvin_cycle, sao01100_Metabolic_pathways, sao01110_Biosynthesis_of_secondary_metabolites, sao01120_Microbial_metabolism_in_diverse_environments, sao01200_Carbon_metabolism, sao01230_Biosynthesis_of_amino_acids"
"SAOUHSC_00798","3919361","sao00010_Glycolysis_/_Gluconeogenesis, sao00260_Glycine,_serine_and_threonine_metabolism, sao00680_Methane_metabolism, sao01100_Metabolic_pathways, sao01110_Biosynthesis_of_secondary_metabolites, sao01120_Microbial_metabolism_in_diverse_environments, sao01200_Carbon_metabolism, sao01230_Biosynthesis_of_amino_acids"
"SAOUHSC_00799","3919362","sao00010_Glycolysis_/_Gluconeogenesis, sao00680_Methane_metabolism, sao01100_Metabolic_pathways, sao01110_Biosynthesis_of_secondary_metabolites, sao01120_Microbial_metabolism_in_diverse_environments, sao01200_Carbon_metabolism, sao01230_Biosynthesis_of_amino_acids, sao03018_RNA_degradation"
"SAOUHSC_00800","3919363",NA
"SAOUHSC_00801","3919364","sao02024_Quorum_sensing, sao03060_Protein_export, sao03070_Bacterial_secretion_system"
"SAOUHSC_00802","3919365",NA
"SAOUHSC_00803","3919366","sao03018_RNA_degradation"
"SAOUHSC_00804","3919367",NA
"SAOUHSC_00805","3919368",NA
"SAOUHSC_00806","3919369",NA
"SAOUHSC_00807","3919370",NA
"SAOUHSC_00808","3919371",NA
"SAOUHSC_00809","3919372",NA
"SAOUHSC_00810","3919373",NA
"SAOUHSC_00811","3919374",NA
"SAOUHSC_00812","3919375","sao05150_Staphylococcus_aureus_infection"
"SAOUHSC_00813","3919376",NA
"SAOUHSC_00814","3919377",NA
"SAOUHSC_00816","3919378",NA
"SAOUHSC_00817","3919379",NA
"SAOUHSC_00818","3919380",NA
"SAOUHSC_00819","3919381",NA
"SAOUHSC_00820","3919382",NA
"SAOUHSC_00821","3919383",NA
"SAOUHSC_00822","3919384",NA
"SAOUHSC_00823","3919385",NA
"SAOUHSC_00824","3919386",NA
"SAOUHSC_00825","3919387",NA
"SAOUHSC_00826","3919388",NA
"SAOUHSC_00827","3919389",NA
"SAOUHSC_00828","3918941",NA
"SAOUHSC_00830","3918942",NA
"SAOUHSC_00831","3918943",NA
"SAOUHSC_00832","3918944","sao00400_Phenylalanine,_tyrosine_and_tryptophan_biosynthesis, sao01100_Metabolic_pathways, sao01110_Biosynthesis_of_secondary_metabolites, sao01230_Biosynthesis_of_amino_acids"
"SAOUHSC_00833","3918945",NA
"SAOUHSC_00834","3918946",NA
"SAOUHSC_00835","3918947",NA
"SAOUHSC_00836","3918948","sao00260_Glycine,_serine_and_threonine_metabolism, sao00630_Glyoxylate_and_dicarboxylate_metabolism, sao00670_One_carbon_pool_by_folate, sao00785_Lipoic_acid_metabolism, sao01100_Metabolic_pathways, sao01110_Biosynthesis_of_secondary_metabolites, sao01200_Carbon_metabolism"
"SAOUHSC_00837","3918949",NA
"SAOUHSC_00838","3918950",NA
"SAOUHSC_00839","3918951",NA
"SAOUHSC_00840","3918952",NA
"SAOUHSC_00841","3918953",NA
"SAOUHSC_00842","3918954","sao02010_ABC_transporters"
"SAOUHSC_00843","3918955","sao02010_ABC_transporters"
"SAOUHSC_00844","3918956","sao02010_ABC_transporters"
"SAOUHSC_00845","3918957",NA
"SAOUHSC_00846","3918958",NA
"SAOUHSC_00847","3918959",NA
"SAOUHSC_00848","3918979",NA
"SAOUHSC_00849","3918980","sao00450_Selenocompound_metabolism, sao01100_Metabolic_pathways"
"SAOUHSC_00850","3918981",NA
"SAOUHSC_00851","3918982",NA
"SAOUHSC_00852","3918983",NA
"SAOUHSC_00853","3918984",NA
"SAOUHSC_00854","3918985",NA
"SAOUHSC_00855","3918986","sao00910_Nitrogen_metabolism, sao01100_Metabolic_pathways"
"SAOUHSC_00857","3918987",NA
"SAOUHSC_00858","3918988",NA
"SAOUHSC_00859","3918989",NA
"SAOUHSC_00860","3918990",NA
"SAOUHSC_00861","3918991","sao00785_Lipoic_acid_metabolism, sao01100_Metabolic_pathways, sao01240_Biosynthesis_of_cofactors"
"SAOUHSC_00862","3918992",NA
"SAOUHSC_00863","3918993",NA
"SAOUHSC_00864","3918994",NA
"SAOUHSC_00865","3918995",NA
"SAOUHSC_00866","3918996","sao00630_Glyoxylate_and_dicarboxylate_metabolism, sao01100_Metabolic_pathways, sao01110_Biosynthesis_of_secondary_metabolites, sao01120_Microbial_metabolism_in_diverse_environments"
"SAOUHSC_00867","3918997",NA
"SAOUHSC_00868","3918998",NA
"SAOUHSC_00869","3919216","sao00470_D-Amino_acid_metabolism, sao00552_Teichoic_acid_biosynthesis, sao01100_Metabolic_pathways, sao01503_Cationic_antimicrobial_peptide_(CAMP)_resistance, sao02020_Two-component_system, sao05150_Staphylococcus_aureus_infection"
"SAOUHSC_00870","3919217","sao00552_Teichoic_acid_biosynthesis, sao01503_Cationic_antimicrobial_peptide_(CAMP)_resistance, sao02020_Two-component_system, sao05150_Staphylococcus_aureus_infection"
"SAOUHSC_00871","3919218","sao00470_D-Amino_acid_metabolism, sao00552_Teichoic_acid_biosynthesis, sao01100_Metabolic_pathways, sao01503_Cationic_antimicrobial_peptide_(CAMP)_resistance, sao02020_Two-component_system, sao05150_Staphylococcus_aureus_infection"
"SAOUHSC_00872","3919219","sao00552_Teichoic_acid_biosynthesis, sao01503_Cationic_antimicrobial_peptide_(CAMP)_resistance, sao02020_Two-component_system, sao05150_Staphylococcus_aureus_infection"
"SAOUHSC_00873","3919220",NA
"SAOUHSC_00874","3919221",NA
"SAOUHSC_00875","3919222",NA
"SAOUHSC_00876","3919223",NA
"SAOUHSC_00877","3919224",NA
"SAOUHSC_00878","3919225","sao00190_Oxidative_phosphorylation, sao01100_Metabolic_pathways"
"SAOUHSC_00879","3919226","sao00480_Glutathione_metabolism, sao01100_Metabolic_pathways"
"SAOUHSC_00880","3919227",NA
"SAOUHSC_00881","3919228","sao00130_Ubiquinone_and_other_terpenoid-quinone_biosynthesis, sao01100_Metabolic_pathways, sao01110_Biosynthesis_of_secondary_metabolites, sao01240_Biosynthesis_of_cofactors"
"SAOUHSC_00882","3919229",NA
"SAOUHSC_00883","3919230",NA
"SAOUHSC_00884","3919231",NA
"SAOUHSC_00885","3919232",NA
"SAOUHSC_00886","3919233",NA
"SAOUHSC_00887","3919234",NA
"SAOUHSC_00888","3921734",NA
"SAOUHSC_00889","3921735",NA
"SAOUHSC_00890","3921736","sao02020_Two-component_system"
"SAOUHSC_00891","3921737",NA
"SAOUHSC_00892","3921738",NA
"SAOUHSC_00893","3921739",NA
"SAOUHSC_00894","3921740","sao00330_Arginine_and_proline_metabolism, sao01100_Metabolic_pathways, sao01110_Biosynthesis_of_secondary_metabolites"
"SAOUHSC_00895","3921741","sao00220_Arginine_biosynthesis, sao00250_Alanine,_aspartate_and_glutamate_metabolism, sao00430_Taurine_and_hypotaurine_metabolism, sao00910_Nitrogen_metabolism, sao01100_Metabolic_pathways, sao01120_Microbial_metabolism_in_diverse_environments"
"SAOUHSC_00896","3921742",NA
"SAOUHSC_00897","3921743","sao00564_Glycerophospholipid_metabolism"
"SAOUHSC_00898","3921744","sao00220_Arginine_biosynthesis, sao00250_Alanine,_aspartate_and_glutamate_metabolism, sao01100_Metabolic_pathways, sao01110_Biosynthesis_of_secondary_metabolites, sao01230_Biosynthesis_of_amino_acids"
"SAOUHSC_00899","3921745","sao00220_Arginine_biosynthesis, sao00250_Alanine,_aspartate_and_glutamate_metabolism, sao01100_Metabolic_pathways, sao01110_Biosynthesis_of_secondary_metabolites, sao01230_Biosynthesis_of_amino_acids"
"SAOUHSC_00900","3921746","sao00010_Glycolysis_/_Gluconeogenesis, sao00030_Pentose_phosphate_pathway, sao00500_Starch_and_sucrose_metabolism, sao00520_Amino_sugar_and_nucleotide_sugar_metabolism, sao01100_Metabolic_pathways, sao01110_Biosynthesis_of_secondary_metabolites, sao01120_Microbial_metabolism_in_diverse_environments, sao01200_Carbon_metabolism, sao01250_Biosynthesis_of_nucleotide_sugars"
"SAOUHSC_00901","3921747",NA
"SAOUHSC_00902","3921748","sao03060_Protein_export"
"SAOUHSC_00903","3921749","sao03060_Protein_export"
"SAOUHSC_00904","3921750",NA
"SAOUHSC_00905","3921751",NA
"SAOUHSC_00906","3921752",NA
"SAOUHSC_00907","3921753",NA
"SAOUHSC_00908","3920795",NA
"SAOUHSC_00909","3920796","sao00740_Riboflavin_metabolism, sao01100_Metabolic_pathways, sao01110_Biosynthesis_of_secondary_metabolites, sao01240_Biosynthesis_of_cofactors"
"SAOUHSC_00910","3920797",NA
"SAOUHSC_00911","3920798",NA
"SAOUHSC_00912","3920799",NA
"SAOUHSC_00913","3920800",NA
"SAOUHSC_00914","3920801","sao00290_Valine,_leucine_and_isoleucine_biosynthesis, sao00620_Pyruvate_metabolism, sao01100_Metabolic_pathways, sao01110_Biosynthesis_of_secondary_metabolites, sao01210_2-Oxocarboxylic_acid_metabolism, sao01230_Biosynthesis_of_amino_acids"
"SAOUHSC_00915","3920802",NA
"SAOUHSC_00916","3920803",NA
"SAOUHSC_00917","3920804",NA
"SAOUHSC_00918","3920805",NA
"SAOUHSC_00919","3920806",NA
"SAOUHSC_00920","3920807","sao00061_Fatty_acid_biosynthesis, sao01100_Metabolic_pathways, sao01212_Fatty_acid_metabolism"
"SAOUHSC_00921","3920808","sao00061_Fatty_acid_biosynthesis, sao00780_Biotin_metabolism, sao01100_Metabolic_pathways, sao01212_Fatty_acid_metabolism, sao01240_Biosynthesis_of_cofactors"
"SAOUHSC_00922","3920809",NA
"SAOUHSC_00923","3920810","sao01501_beta-Lactam_resistance, sao02010_ABC_transporters, sao02024_Quorum_sensing"
"SAOUHSC_00924","3920811","sao01501_beta-Lactam_resistance, sao02010_ABC_transporters, sao02024_Quorum_sensing"
"SAOUHSC_00925","3920812","sao01501_beta-Lactam_resistance, sao02010_ABC_transporters, sao02024_Quorum_sensing"
"SAOUHSC_00926","3920813","sao01501_beta-Lactam_resistance, sao02010_ABC_transporters, sao02024_Quorum_sensing"
"SAOUHSC_00927","3920756","sao01501_beta-Lactam_resistance, sao02010_ABC_transporters, sao02024_Quorum_sensing"
"SAOUHSC_00928","3920757","sao02024_Quorum_sensing"
"SAOUHSC_00929","3920758","sao02024_Quorum_sensing"
"SAOUHSC_00930","3920759","sao02024_Quorum_sensing"
"SAOUHSC_00931","3920760","sao02024_Quorum_sensing"
"SAOUHSC_00932","3920761","sao02024_Quorum_sensing"
"SAOUHSC_00933","3920762","sao00970_Aminoacyl-tRNA_biosynthesis"
"SAOUHSC_00934","3920763",NA
"SAOUHSC_00935","3920764",NA
"SAOUHSC_00936","3920765",NA
"SAOUHSC_00937","3920766",NA
"SAOUHSC_00938","3920767",NA
"SAOUHSC_00939","3920768",NA
"SAOUHSC_00940","3920769",NA
"SAOUHSC_00941","3920770",NA
"SAOUHSC_00942","3920771","sao00230_Purine_metabolism, sao01100_Metabolic_pathways"
"SAOUHSC_00943","3920772","sao00760_Nicotinate_and_nicotinamide_metabolism, sao01100_Metabolic_pathways, sao01240_Biosynthesis_of_cofactors"
"SAOUHSC_00944","3920773",NA
"SAOUHSC_00945","3920774",NA
"SAOUHSC_00946","3920775",NA
"SAOUHSC_00947","3920658","sao00061_Fatty_acid_biosynthesis, sao00780_Biotin_metabolism, sao01100_Metabolic_pathways, sao01110_Biosynthesis_of_secondary_metabolites, sao01212_Fatty_acid_metabolism, sao01240_Biosynthesis_of_cofactors"
"SAOUHSC_00948","3920659",NA
"SAOUHSC_00949","3920660",NA
"SAOUHSC_00950","3920661",NA
"SAOUHSC_00951","3920662",NA
"SAOUHSC_00952","3920663",NA
"SAOUHSC_00953","3920664","sao00552_Teichoic_acid_biosynthesis, sao00561_Glycerolipid_metabolism, sao01100_Metabolic_pathways"
"SAOUHSC_00954","3920665","sao00550_Peptidoglycan_biosynthesis, sao01100_Metabolic_pathways"
"SAOUHSC_00955","3920666",NA
"SAOUHSC_00956","3920667",NA
"SAOUHSC_00957","3920668",NA
"SAOUHSC_00958","3920669",NA
"SAOUHSC_00959","3920670",NA
"SAOUHSC_00960","3920671",NA
"gene-SAOUHSC_T00049",NA,NA
"gene-SAOUHSC_T0008",NA,NA
"SAOUHSC_00961","3920672","sao02024_Quorum_sensing"
"SAOUHSC_00962","3920673",NA
"SAOUHSC_00963","3920674","sao00785_Lipoic_acid_metabolism, sao01100_Metabolic_pathways, sao01240_Biosynthesis_of_cofactors"
"SAOUHSC_00964","3920675",NA
"SAOUHSC_00965","3920676",NA
"SAOUHSC_00966","3920111",NA
"SAOUHSC_00967","3920112",NA
"SAOUHSC_00968","3920113",NA
"SAOUHSC_00969","3920114",NA
"SAOUHSC_00970","3920115",NA
"SAOUHSC_00971","3920116",NA
"SAOUHSC_00972","3920117",NA
"SAOUHSC_00973","3920118",NA
"SAOUHSC_00974","3920119",NA
"SAOUHSC_00975","3920120",NA
"SAOUHSC_00976","3920121",NA
"SAOUHSC_00977","3920122",NA
"SAOUHSC_00978","3920123",NA
"SAOUHSC_00979","3920124",NA
"SAOUHSC_00980","3920125","sao00130_Ubiquinone_and_other_terpenoid-quinone_biosynthesis, sao01100_Metabolic_pathways, sao01110_Biosynthesis_of_secondary_metabolites, sao01240_Biosynthesis_of_cofactors"
"SAOUHSC_00981","3920126",NA
"SAOUHSC_00982","3920127","sao00130_Ubiquinone_and_other_terpenoid-quinone_biosynthesis, sao01100_Metabolic_pathways, sao01110_Biosynthesis_of_secondary_metabolites, sao01240_Biosynthesis_of_cofactors"
"SAOUHSC_00983","3920128","sao00130_Ubiquinone_and_other_terpenoid-quinone_biosynthesis, sao01100_Metabolic_pathways, sao01110_Biosynthesis_of_secondary_metabolites, sao01240_Biosynthesis_of_cofactors"
"SAOUHSC_00984","3920129","sao00130_Ubiquinone_and_other_terpenoid-quinone_biosynthesis, sao01100_Metabolic_pathways, sao01110_Biosynthesis_of_secondary_metabolites, sao01240_Biosynthesis_of_cofactors"
"SAOUHSC_00985","3920130","sao00130_Ubiquinone_and_other_terpenoid-quinone_biosynthesis, sao01100_Metabolic_pathways, sao01110_Biosynthesis_of_secondary_metabolites, sao01240_Biosynthesis_of_cofactors"
"SAOUHSC_00986","3920387",NA
"SAOUHSC_00987","3920388",NA
"SAOUHSC_00988","3920389","sao02024_Quorum_sensing"
"SAOUHSC_00989","3920390","sao00300_Lysine_biosynthesis, sao01100_Metabolic_pathways, sao01110_Biosynthesis_of_secondary_metabolites, sao01230_Biosynthesis_of_amino_acids"
"SAOUHSC_00991","3920391",NA
"SAOUHSC_00992","3920392",NA
"SAOUHSC_00993","3920393",NA
"SAOUHSC_00994","3920394",NA
"SAOUHSC_00995","3920395",NA
"SAOUHSC_00996","3920396",NA
"SAOUHSC_00997","3920397","sao00552_Teichoic_acid_biosynthesis"
"SAOUHSC_00998","3920398",NA
"SAOUHSC_00999","3920399","sao00190_Oxidative_phosphorylation, sao01100_Metabolic_pathways"
"SAOUHSC_01000","3920400","sao00190_Oxidative_phosphorylation, sao01100_Metabolic_pathways"
"SAOUHSC_01001","3920401","sao00190_Oxidative_phosphorylation, sao01100_Metabolic_pathways"
"SAOUHSC_01002","3920402","sao00190_Oxidative_phosphorylation, sao01100_Metabolic_pathways"
"SAOUHSC_01003","3920403",NA
"SAOUHSC_01005","3920404",NA
"SAOUHSC_01007","3920405","sao00670_One_carbon_pool_by_folate, sao00720_Other_carbon_fixation_pathways, sao01100_Metabolic_pathways, sao01120_Microbial_metabolism_in_diverse_environments, sao01200_Carbon_metabolism, sao01240_Biosynthesis_of_cofactors"
"SAOUHSC_01008","3920269","sao00230_Purine_metabolism, sao01100_Metabolic_pathways, sao01110_Biosynthesis_of_secondary_metabolites"
"SAOUHSC_01009","3920270","sao00230_Purine_metabolism, sao01100_Metabolic_pathways, sao01110_Biosynthesis_of_secondary_metabolites"
"SAOUHSC_01010","3920271","sao00230_Purine_metabolism, sao01100_Metabolic_pathways, sao01110_Biosynthesis_of_secondary_metabolites"
"SAOUHSC_01011","3920272","sao00230_Purine_metabolism, sao01100_Metabolic_pathways, sao01110_Biosynthesis_of_secondary_metabolites"
"SAOUHSC_01012","3920273","sao00220_Arginine_biosynthesis, sao00230_Purine_metabolism, sao00250_Alanine,_aspartate_and_glutamate_metabolism, sao00470_D-Amino_acid_metabolism, sao01100_Metabolic_pathways, sao01110_Biosynthesis_of_secondary_metabolites"
"SAOUHSC_01013","3920274","sao00230_Purine_metabolism, sao01100_Metabolic_pathways, sao01110_Biosynthesis_of_secondary_metabolites"
"SAOUHSC_01014","3920275","sao00230_Purine_metabolism, sao00250_Alanine,_aspartate_and_glutamate_metabolism, sao01100_Metabolic_pathways, sao01110_Biosynthesis_of_secondary_metabolites"
"SAOUHSC_01015","3920276","sao00230_Purine_metabolism, sao01100_Metabolic_pathways, sao01110_Biosynthesis_of_secondary_metabolites"
"SAOUHSC_01016","3920277","sao00230_Purine_metabolism, sao00670_One_carbon_pool_by_folate, sao01100_Metabolic_pathways, sao01110_Biosynthesis_of_secondary_metabolites"
"SAOUHSC_01017","3920278","sao00230_Purine_metabolism, sao00670_One_carbon_pool_by_folate, sao01100_Metabolic_pathways, sao01110_Biosynthesis_of_secondary_metabolites"
"SAOUHSC_01018","3920279","sao00230_Purine_metabolism, sao01100_Metabolic_pathways, sao01110_Biosynthesis_of_secondary_metabolites"
"SAOUHSC_01019","3920280","sao02010_ABC_transporters"
"SAOUHSC_01021","3920281",NA
"SAOUHSC_01022","3920282",NA
"SAOUHSC_01023","3920283",NA
"SAOUHSC_01024","3920284",NA
"SAOUHSC_01025","3920285",NA
"SAOUHSC_01026","3920286",NA
"SAOUHSC_01027","3920287",NA
"SAOUHSC_01028","3920288","sao02060_Phosphotransferase_system_(PTS)"
"SAOUHSC_01029","3919878","sao02060_Phosphotransferase_system_(PTS)"
"SAOUHSC_01030","3919879",NA
"SAOUHSC_01031","3919880","sao00190_Oxidative_phosphorylation, sao01100_Metabolic_pathways, sao02020_Two-component_system"
"SAOUHSC_01032","3919881","sao00190_Oxidative_phosphorylation, sao01100_Metabolic_pathways, sao02020_Two-component_system"
"SAOUHSC_01034","3919882",NA
"gene-SAOUHSC_A00992",NA,NA
"SAOUHSC_01035","3919883","sao03018_RNA_degradation"
"SAOUHSC_01036","3919884",NA
"SAOUHSC_01037","3919885",NA
"SAOUHSC_01038","3919886",NA
"SAOUHSC_01039","3919887",NA
"SAOUHSC_01040","3919888","sao00010_Glycolysis_/_Gluconeogenesis, sao00020_Citrate_cycle_(TCA_cycle), sao00620_Pyruvate_metabolism, sao00785_Lipoic_acid_metabolism, sao01100_Metabolic_pathways, sao01110_Biosynthesis_of_secondary_metabolites, sao01120_Microbial_metabolism_in_diverse_environments, sao01200_Carbon_metabolism, sao01210_2-Oxocarboxylic_acid_metabolism"
"SAOUHSC_01041","3919889","sao00010_Glycolysis_/_Gluconeogenesis, sao00020_Citrate_cycle_(TCA_cycle), sao00620_Pyruvate_metabolism, sao00785_Lipoic_acid_metabolism, sao01100_Metabolic_pathways, sao01110_Biosynthesis_of_secondary_metabolites, sao01120_Microbial_metabolism_in_diverse_environments, sao01200_Carbon_metabolism, sao01210_2-Oxocarboxylic_acid_metabolism"
"SAOUHSC_01042","3919890","sao00010_Glycolysis_/_Gluconeogenesis, sao00020_Citrate_cycle_(TCA_cycle), sao00620_Pyruvate_metabolism, sao00785_Lipoic_acid_metabolism, sao01100_Metabolic_pathways, sao01110_Biosynthesis_of_secondary_metabolites, sao01120_Microbial_metabolism_in_diverse_environments, sao01200_Carbon_metabolism, sao01210_2-Oxocarboxylic_acid_metabolism"
"SAOUHSC_01043","3919891","sao00010_Glycolysis_/_Gluconeogenesis, sao00020_Citrate_cycle_(TCA_cycle), sao00260_Glycine,_serine_and_threonine_metabolism, sao00280_Valine,_leucine_and_isoleucine_degradation, sao00310_Lysine_degradation, sao00380_Tryptophan_metabolism, sao00620_Pyruvate_metabolism, sao00630_Glyoxylate_and_dicarboxylate_metabolism, sao00640_Propanoate_metabolism, sao00670_One_carbon_pool_by_folate, sao00785_Lipoic_acid_metabolism, sao01100_Metabolic_pathways, sao01110_Biosynthesis_of_secondary_metabolites, sao01120_Microbial_metabolism_in_diverse_environments, sao01200_Carbon_metabolism, sao01210_2-Oxocarboxylic_acid_metabolism, sao01240_Biosynthesis_of_cofactors"
"SAOUHSC_01044","3919892",NA
"SAOUHSC_01045","3919893",NA
"SAOUHSC_01046","3919894","sao02010_ABC_transporters"
"SAOUHSC_01047","3919895","sao02010_ABC_transporters"
"SAOUHSC_01048","3919896","sao02010_ABC_transporters"
"SAOUHSC_01049","3921714","sao02010_ABC_transporters"
"SAOUHSC_01050","3921715",NA
"SAOUHSC_01051","3921716",NA
"SAOUHSC_01053","3921717",NA
"SAOUHSC_01054","3921718",NA
"SAOUHSC_01055","3921719","sao00521_Streptomycin_biosynthesis, sao00562_Inositol_phosphate_metabolism, sao01100_Metabolic_pathways, sao01110_Biosynthesis_of_secondary_metabolites"
"SAOUHSC_01057","3921720",NA
"SAOUHSC_01058","3921721",NA
"SAOUHSC_01060","3921722",NA
"SAOUHSC_01061","3921723",NA
"SAOUHSC_01062","3921724",NA
"SAOUHSC_01063","3921725","sao00550_Peptidoglycan_biosynthesis"
"SAOUHSC_01064","3921726","sao00020_Citrate_cycle_(TCA_cycle), sao00620_Pyruvate_metabolism, sao00720_Other_carbon_fixation_pathways, sao01100_Metabolic_pathways, sao01120_Microbial_metabolism_in_diverse_environments, sao01200_Carbon_metabolism, sao01230_Biosynthesis_of_amino_acids"
"SAOUHSC_01065","3921727","sao00190_Oxidative_phosphorylation, sao00860_Porphyrin_metabolism, sao01100_Metabolic_pathways, sao01110_Biosynthesis_of_secondary_metabolites, sao01240_Biosynthesis_of_cofactors, sao02020_Two-component_system"
"SAOUHSC_01066","3921728","sao00190_Oxidative_phosphorylation, sao00860_Porphyrin_metabolism, sao01100_Metabolic_pathways, sao01110_Biosynthesis_of_secondary_metabolites, sao01240_Biosynthesis_of_cofactors"
"SAOUHSC_01067","3921729",NA
"SAOUHSC_01068","3921730",NA
"SAOUHSC_01069","3921731",NA
"SAOUHSC_01070","3921732",NA
"SAOUHSC_01071","3921733","sao00564_Glycerophospholipid_metabolism"
"SAOUHSC_01072","3919235",NA
"SAOUHSC_01073","3919236",NA
"SAOUHSC_01074","3919237",NA
"SAOUHSC_01075","3919238","sao00770_Pantothenate_and_CoA_biosynthesis, sao01100_Metabolic_pathways, sao01240_Biosynthesis_of_cofactors"
"SAOUHSC_01076","3919239",NA
"SAOUHSC_01077","3919240",NA
"gene-SAOUHSC_A01041",NA,NA
"SAOUHSC_01078","3919241",NA
"SAOUHSC_01079","3919242",NA
"SAOUHSC_01081","3919243","sao05150_Staphylococcus_aureus_infection"
"SAOUHSC_01082","3919244",NA
"SAOUHSC_01084","3919245",NA
"SAOUHSC_01085","3919246",NA
"SAOUHSC_01086","3919247",NA
"SAOUHSC_01087","3919248",NA
"SAOUHSC_01088","3919249",NA
"SAOUHSC_01089","3919250","sao00860_Porphyrin_metabolism, sao01110_Biosynthesis_of_secondary_metabolites"
"SAOUHSC_01090","3919251",NA
"SAOUHSC_01091","3919252",NA
"SAOUHSC_01092","3919253","sao00970_Aminoacyl-tRNA_biosynthesis"
"SAOUHSC_01093","3920736","sao00970_Aminoacyl-tRNA_biosynthesis"
"SAOUHSC_01095","3920737","sao03030_DNA_replication"
"SAOUHSC_01096","3920738",NA
"SAOUHSC_01097","3920739",NA
"SAOUHSC_01098","3920740",NA
"SAOUHSC_01099","3920741","sao03430_Mismatch_repair"
"SAOUHSC_01100","3920742",NA
"SAOUHSC_01101","3920743",NA
"SAOUHSC_01102","3920744","sao03420_Nucleotide_excision_repair"
"SAOUHSC_01103","3920745","sao00020_Citrate_cycle_(TCA_cycle), sao00190_Oxidative_phosphorylation, sao00650_Butanoate_metabolism, sao00720_Other_carbon_fixation_pathways, sao01100_Metabolic_pathways, sao01110_Biosynthesis_of_secondary_metabolites, sao01120_Microbial_metabolism_in_diverse_environments, sao01200_Carbon_metabolism"
"SAOUHSC_01104","3920746","sao00020_Citrate_cycle_(TCA_cycle), sao00190_Oxidative_phosphorylation, sao00650_Butanoate_metabolism, sao00720_Other_carbon_fixation_pathways, sao01100_Metabolic_pathways, sao01110_Biosynthesis_of_secondary_metabolites, sao01120_Microbial_metabolism_in_diverse_environments, sao01200_Carbon_metabolism"
